timestamp_iso,pc_host,device_name,ip,on,today_kwh,month_kwh,current_power_w,voltage_v,current_a,cloud_connected,rssi,ssid,device_time,firmware,model,alias,mac,today_kwh_delta,month_kwh_delta,power_avg_w_since_last
2026-05-16T19:49:27,SGN-00008,8633,192.168.6.140,True,0.127,26.563,1.5,114.9,0.09,True,-56,Trees-Guest,2026-05-16 19:49:42-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8633,6C:4C:BC:43:69:D1,0.0,0.0,0.0
2026-05-16T19:59:46,SGN-00008,8431,192.168.6.194,True,0.192,42.209,14.7,116.7,0.27,True,-66,Trees-Guest,2026-05-16 19:59:52-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8431,A8:29:48:23:4C:9C,0.002,0.002,11.6
2026-05-16T19:59:46,SGN-00008,8432,192.168.6.133,True,0.081,33.857,1.5,119.4,0.2,True,-63,Trees-Guest,2026-05-16 19:59:53-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8432,A8:29:48:23:52:E1,0.0,0.0,0.0
2026-05-16T19:59:46,SGN-00008,8433,192.168.6.144,True,0.206,17.781,4.5,119.2,0.22,True,-58,Trees-Guest,2026-05-16 19:59:54-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8433,A8:29:48:23:54:40,0.001,0.001,5.8
2026-05-16T19:59:46,SGN-00008,8472,192.168.6.157,True,0.069,37.698,1.3,119.5,0.09,True,-54,Trees-Guest,2026-05-16 19:59:55-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8472,A8:29:48:23:52:1F,0.001,0.001,5.8
2026-05-16T19:59:46,SGN-00008,8475,192.168.6.61,True,0.079,44.519,1.3,119.6,0.09,True,-64,Trees-Guest,2026-05-16 19:59:57-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8475,A8:29:48:23:54:DC,0.0,0.0,0.0
2026-05-16T19:59:46,SGN-00008,8480,192.168.6.114,True,0.076,38.399,1.3,117.5,0.09,True,-66,Trees-Guest,2026-05-16 19:59:58-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8480,A8:29:48:23:5D:DC,0.0,0.0,0.0
2026-05-16T19:59:46,SGN-00008,8631,192.168.6.97,True,0.079,31.233,1.5,119.5,0.09,True,-55,Trees-Guest,2026-05-16 19:59:58-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8631,6C:4C:BC:43:69:C7,0.0,0.0,0.0
2026-05-16T19:59:46,SGN-00008,8632,192.168.6.132,True,0.123,38.143,1.5,119.5,0.09,True,-63,Trees-Guest,2026-05-16 20:00:00-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8632,6C:4C:BC:43:80:FB,0.0,0.0,0.0
2026-05-16T19:59:46,SGN-00008,8633,192.168.6.140,True,0.127,26.563,1.5,116.2,0.09,True,-55,Trees-Guest,2026-05-16 20:00:00-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8633,6C:4C:BC:43:69:D1,0.0,0.0,0.0
2026-05-16T20:10:05,SGN-00008,8431,192.168.6.194,True,0.195,42.212,14.7,116.5,0.27,True,-66,Trees-Guest,2026-05-16 20:10:11-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8431,A8:29:48:23:4C:9C,0.003,0.003,17.4
2026-05-16T20:10:05,SGN-00008,8432,192.168.6.133,True,0.081,33.857,1.5,119.3,0.2,True,-62,Trees-Guest,2026-05-16 20:10:12-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8432,A8:29:48:23:52:E1,0.0,0.0,0.0
2026-05-16T20:10:05,SGN-00008,8433,192.168.6.144,True,0.207,17.782,4.5,119.1,0.22,True,-58,Trees-Guest,2026-05-16 20:10:14-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8433,A8:29:48:23:54:40,0.001,0.001,5.8
2026-05-16T20:10:05,SGN-00008,8472,192.168.6.157,True,0.069,37.698,1.3,119.6,0.09,True,-53,Trees-Guest,2026-05-16 20:10:15-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8472,A8:29:48:23:52:1F,0.0,0.0,0.0
2026-05-16T20:10:05,SGN-00008,8475,192.168.6.61,True,0.079,44.519,1.3,119.8,0.09,True,-64,Trees-Guest,2026-05-16 20:10:17-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8475,A8:29:48:23:54:DC,0.0,0.0,0.0
2026-05-16T20:10:05,SGN-00008,8480,192.168.6.114,True,0.077,38.4,1.2,117.3,0.09,True,-65,Trees-Guest,2026-05-16 20:10:17-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8480,A8:29:48:23:5D:DC,0.001,0.001,5.8
2026-05-16T20:10:05,SGN-00008,8631,192.168.6.97,True,0.079,31.233,1.5,119.6,0.09,True,-55,Trees-Guest,2026-05-16 20:10:18-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8631,6C:4C:BC:43:69:C7,0.0,0.0,0.0
